ID,Gender,Grade,Rating,Promotion,Skill,Experience,Pay Position,Increment,Age,CGExperience,Status
1111118149,M,Level4,3,No,ERP,6.6,1,115824,36.1,6.58,Exited
1111118152,F,Level3,3,No,Sales,6.6,0.9,60330,31.6,6.55,Active
1111118155,M,Level4,3,No,ERP,6.6,1.1,117750,33.6,6.54,Active
1111118158,M,Level4,2,Yes,Ora,6.5,0.9,241920,36.3,6.53,Active
1111118165,M,Level4,3,No,Ora,6.5,0.7,110426,39.6,6.47,Active
1111118167,M,Level4,3,No,Custom,6.5,1.1,50279,39.8,6.46,Active
1111118169,M,Level3,2,No,ERP,6.5,0.9,85000,38.6,6.45,Active
1111118176,M,Level3,1,No,Datascience,6.4,1.1,110101,36.6,6.4,Active
1111118194,M,Level3,3,Yes,BI,13,1,69480,39.5,6.3,Active
1111118196,M,Level1,3,Yes,BI,10.9,0.8,91400,33.8,6.27,Active
1111118201,M,Level3,3,No,BI,10.4,1.1,75732,31.8,6.25,Active
1111118205,M,Level4,3,No,Test,13.2,0.8,83088,37.3,6.16,Active
1111118206,M,Level3,2,No,BI,11.3,0.9,103844,37.3,6.15,Active
1111118208,M,Level1,3,Yes,ERP,6.2,1.2,61008,27,6.13,Active
1111118209,F,Level4,2,No,Datascience,12.5,1,142095,35.7,6.13,Exited
1111118210,M,Level3,3,No,ERP,10.4,1,65658,37.7,7.09,Active
1111118215,M,Level3,3,Yes,BI,12.9,1.2,34188,37.1,6.03,Active
1111118217,F,Level3,3,No,BI,11.3,1,91360,32.5,6.01,Active
1111118219,M,Level3,2,Yes,ERP,10.8,1.3,163484,32.7,5.99,Active
1111118224,M,Level3,3,No,BI,6,1.1,75666,45.6,5.95,Active
1111118233,M,Level4,2,No,BI,11.4,0.8,153353,34.5,5.85,Exited
1111118237,M,Level3,4,No,BI,11.9,0.9,0,38.1,5.85,Exited
1111118239,M,Level4,3,No,Test,15.8,1,100926,39.4,5.82,Active
1111118245,F,Level3,3,No,BI,9,0.7,30342,33.4,5.76,Exited
1111118247,F,Level2,3,No,Test,5.8,0.9,57330,28.5,5.76,Active
1111118248,M,Level3,1,No,BI,11.6,1.2,117751,35.4,5.74,Active
1111118253,M,Level3,2,Yes,Test,12.7,1.1,72258,35.6,5.69,Active
1111118256,F,Level3,3,No,BI,9.1,0.8,68265,31.3,5.65,Active
1111118259,F,Level3,3,Yes,BI,10.5,1.2,111274,32,5.61,Exited
1111118262,M,Level4,3,No,Datascience,8.5,1.1,105876,33.4,5.59,Active
1111118264,F,Level2,1,No,Ora,5.6,0.9,99000,27.3,5.58,Active
1111118268,M,Level2,3,No,ERP,5.6,0.9,50144,28.6,5.58,Exited
1111118269,F,Level3,3,No,BI,9.4,0.8,70116,32.6,5.55,Exited
1111118271,F,Level3,3,No,BI,9.6,1,67593,30.6,5.54,Active
1111118280,F,Level2,3,Yes,Ora,5.4,0.9,92597,27,5.39,Active
1111118287,M,Level2,3,Yes,BI,9.8,1,54032,34.3,5.82,Active
1111118297,M,Level2,3,No,BI,5.3,0.9,63930,27.6,5.23,Active
1111118299,F,Level1,3,Yes,BI,5.2,0.8,62930,28.9,5.21,Active
1111118305,M,Level2,2,No,ERP,5.1,0.9,105123,27.8,5.12,Active
1111118307,M,Level4,1,Yes,Datascience,14.1,1,356878,37.7,5.12,Active
1111118308,F,Level3,2,No,BI,10.1,0.8,98394,31.4,5.1,Active
1111118309,F,Level3,2,No,ERP,10.3,0.9,80750,31,5.09,Active
1111118313,F,Level3,3,No,BI,10.1,0.9,64158,32.5,5.04,Active
1111118315,M,Level4,2,No,BI,11.8,0.9,160256,35.1,5,Active
1111118316,M,Level3,3,No,ERP,11.4,1.2,0,39.1,4.99,Exited
1111118317,M,Level3,3,No,BI,9.4,1.1,33093,32.3,4.96,Exited
1111118319,M,Level3,1,Yes,Ora,11.9,1.1,210188,38.5,4.96,Active
1111118320,M,Level3,3,Yes,BI,12.7,1.1,91840,39.5,4.96,Active
1111118325,F,Level1,1,Yes,BI,4.9,0.8,0,26.5,4.89,Exited
1111118333,M,Level3,2,No,Ora,9.5,0.8,100960,33.5,4.73,Active
1111118337,F,Level3,4,No,ERP,8.2,0.9,0,34.7,4.7,Exited
1111118347,F,Level3,2,No,Datascience,6.5,1.3,100835,30.8,4.56,Active
1111118348,F,Level2,4,No,BI,4.6,0.9,0,28.6,4.55,Exited
1111118350,M,Level3,3,No,BI,9.3,1,67512,34.4,4.52,Active
1111118352,F,Level2,3,No,BI,4.5,0.9,63910,26.7,4.52,Active
1111118357,M,Level3,1,Yes,ERP,8.2,0.9,163761,30.5,4.44,Active
1111118364,F,Level3,3,Yes,BI,9.2,0.9,117714,30.4,4.4,Active
1111118365,F,Level3,3,No,ERP,4.4,0.9,57198,32.7,4.34,Active
1111118376,M,Level3,1,No,BI,7.4,0.8,115300,28.8,4.29,Active
1111118383,M,Level3,2,No,BI,7.4,0.7,80609,31.4,4.25,Active
1111118384,M,Level4,3,No,BI,11.1,0.8,102551,35.1,4.25,Active
1111118385,M,Level4,2,No,Datascience,10.6,0.9,121975,33.6,4.25,Exited
1111118390,M,Level2,2,No,BI,4.2,0.9,65169,27.4,4.22,Active
1111118391,F,Level1,3,No,ERP,4.2,1,34720,25.9,4.22,Active
1111118400,F,Level1,2,Yes,BI,4.2,0.8,78120,25.4,4.22,Active
1111118401,F,Level4,3,No,Dotnet,10.2,0.7,95775,32.2,4.2,Active
1111118402,F,Level3,2,No,BI,7.9,1,99138,32.7,4.18,Active
1111118408,M,Level2,1,No,BI,4.2,0.8,78257,26.3,4.17,Active
1111118411,M,Level1,2,Yes,BI,4.2,0.8,86800,26.6,4.17,Active
1111118413,M,Level4,3,No,ERP,13.3,0.9,95520,38.4,4.16,Active
1111118414,M,Level3,3,No,BI,8.4,1,67332,31,4.16,Active
1111118419,M,Level3,1,No,BI,9.9,1.2,123488,31.8,4.1,Active
1111118421,M,Level3,3,Yes,BI,14.9,1.5,44185,41.5,4.09,Active
1111118422,F,Level3,2,No,BI,6.7,0.8,0,32.8,4.09,Exited
1111118424,M,Level3,4,No,BI,10.6,1,0,40.5,4.08,Active
1111118425,M,Level2,4,No,ERP,7.3,1,0,31.7,4.08,Active
1111118432,M,Level2,2,No,Datascience,6.7,1.2,70030,29.8,4.06,Active
1111118433,M,Level2,1,Yes,ERP,7.6,0.9,129880,29.6,4.05,Active
1111118438,M,Level3,3,No,ERP,7.2,0.9,58905,35.2,4.04,Active
1111118440,F,Level3,3,No,BI,10.1,1.1,56500,35.5,4.02,Exited
1111118442,M,Level3,2,No,ERP,6.9,1,333606,28.4,3.99,Active
1111118443,F,Level3,3,No,BI,8,1,68448,34.9,3.99,Active
1111118445,M,Level3,3,No,Dotnet,8.5,0.8,65828,34.2,3.97,Active
1111118447,M,Level3,3,No,BI,4,0.7,67090,31.2,3.95,Active
1111118448,M,Level3,3,Yes,Datascience,4,1.7,127008,36.1,3.95,Exited
1111118450,M,Level4,2,No,BI,12.5,0.8,130778,32.9,3.94,Active
1111118451,M,Level2,2,Yes,BI,7.7,0.9,117846,31.4,3.93,Active
1111118453,M,Level3,1,No,Dotnet,6.7,1.1,121107,34.5,3.93,Active
1111118460,M,Level3,3,No,BI,7.2,0.6,54100,30.5,3.9,Exited
1111118462,M,Level3,2,No,BI,9.2,1.1,80304,31.6,3.89,Active
1111118463,F,Level3,3,Yes,Dotnet,9.8,1.3,94052,32.4,3.89,Active
1111118466,M,Level3,2,No,BI,6.3,0.6,110171,37.6,3.87,Active
1111118467,M,Level3,3,No,BI,9,1.1,77121,38.1,3.86,Active
1111118470,M,Level3,3,No,BI,11.8,0.8,0,40.4,3.83,Exited
1111118480,M,Level3,1,Yes,ERP,8.7,1.1,204000,34.7,3.79,Active
1111118483,M,Level3,2,No,ERP,10.4,1.4,92406,36.6,3.79,Exited
1111118484,M,Level3,3,No,BI,9.4,1,67926,32.5,3.79,Active
1111118488,M,Level3,2,Yes,ERP,13.1,0.9,163375,37.4,4.7,Active
1111118490,M,Level3,3,No,BI,10.5,1.1,74682,35.5,3.75,Active
1111118495,M,Level3,3,No,BI,7.3,0.7,62918,31.6,3.71,Active
1111118499,M,Level4,3,No,BI,15.6,1.1,122160,38.6,3.7,Active
1111118501,M,Level4,3,No,ERP,11.7,0.9,95544,41,3.67,Exited
1111118507,F,Level1,1,Yes,Ora,3.7,1.1,0,26.8,3.67,Exited
1111118510,M,Level3,1,No,BI,9,1.2,196152,30.5,3.64,Active
1111118511,M,Level3,2,No,BI,9,0.9,94682,35.5,3.63,Active
1111118512,M,Level3,3,No,Ora,12.6,1.1,31713,34.6,3.61,Active
1111118515,M,Level4,3,No,BI,10.3,0.8,112245,34.5,3.6,Active
1111118517,M,Level3,3,Yes,BI,17.1,1.6,46643,40.8,3.6,Exited
1111118521,M,Level1,2,Yes,Test,3.6,1.1,85932,27.2,3.58,Active
1111118522,F,Level1,4,No,ERP,3.6,0.9,0,25.6,3.58,Exited
1111118526,M,Level3,3,Yes,BI,10.4,0.9,122546,34.9,3.58,Active
1111118531,M,Level3,2,No,Custom,9.7,1.3,87408,33.8,3.58,Active
1111118534,M,Level3,1,Yes,Sales,6.5,1,176624,30.7,3.56,Exited
1111118539,M,Level4,2,No,BI,10.5,0.8,156881,32.3,3.54,Active
1111118543,F,Level1,3,No,BI,3.6,0.9,0,25.2,3.54,Exited
1111118545,F,Level1,3,No,BI,3.6,0.8,34400,26,3.54,Active
1111118549,F,Level1,4,No,BI,3.6,0.8,0,27.9,3.54,Active
1111118555,M,Level1,2,No,BI,3.5,0.8,45570,25,3.53,Active
1111118561,M,Level1,3,No,BI,3.5,0.9,39248,25.9,3.52,Exited
1111118564,F,Level3,3,No,BI,7.5,0.7,61824,29.9,3.52,Active
1111118565,M,Level1,3,No,BI,3.5,0.8,34720,25.8,3.52,Active
1111118568,M,Level1,3,No,BI,3.5,0.8,34720,26.2,3.52,Exited
1111118569,M,Level1,3,No,BI,3.5,0.8,34720,26.8,3.52,Active
1111118570,F,Level1,2,Yes,BI,3.5,0.8,79200,25.3,3.52,Active
1111118571,M,Level1,1,Yes,BI,3.5,0.8,86800,29.1,3.52,Active
1111118575,M,Level1,1,Yes,BI,3.5,0.9,156880,24.4,3.52,Exited
1111118578,M,Level2,3,No,BI,8.4,1.1,60192,34.6,3.51,Exited
1111118579,F,Level3,3,No,BI,9.3,0.8,57522,30.5,3.5,Active
1111118580,M,Level3,4,No,BI,10,1,0,32.6,3.49,Active
1111118583,M,Level4,2,No,Datascience,3.5,0.8,261554,36,3.48,Active
1111118589,M,Level4,4,No,BI,10.7,1.1,0,45.4,3.44,Active
1111118591,M,Level3,3,No,BI,8.4,0.8,68273,33.6,3.44,Active
1111118594,F,Level3,3,No,BI,8.9,0.8,57978,39.2,3.4,Active
1111118596,M,Level3,3,No,Dotnet,10.1,1.1,29593,31.6,3.37,Active
1111118604,M,Level3,3,No,Dotnet,11.1,1.6,53698,35.1,3.3,Active
1111118605,M,Level3,2,No,BI,6.6,0.7,84399,30.2,3.28,Active
1111118611,M,Level3,2,No,BI,9.6,1,95676,32.1,3.26,Active
1111118617,M,Level4,3,No,BI,13.6,0.8,0,37.5,3.25,Exited
1111118622,F,Level3,2,No,BI,10.2,0.9,88018,34.3,3.23,Active
1111118626,M,Level3,2,No,BI,8.6,1.1,269544,31.1,3.2,Exited
1111118628,M,Level3,3,No,ERP,7.6,0.8,53808,37.8,3.19,Active
1111118630,M,Level3,3,No,Datascience,10.4,0.9,61508,35.6,3.18,Active
1111118636,M,Level2,2,No,BI,4.6,1.3,70689,26.2,3.14,Active
1111118637,M,Level2,3,No,BI,6.5,1,56544,28.4,3.14,Active
1111118640,M,Level2,2,No,BI,7.5,0.8,60596,32.8,3.13,Active
1111118641,M,Level3,3,No,BI,9.2,1,68268,35.3,3.12,Active
1111118648,F,Level1,3,No,BI,3.1,0.8,0,28.3,3.1,Exited
1111118651,F,Level1,1,Yes,ERP,3.1,1.1,96600,26.4,3.1,Exited
1111118652,M,Level1,3,No,BI,3.1,0.8,0,26.5,3.1,Exited
1111118655,F,Level1,1,Yes,ERP,3.1,1,84000,25,3.1,Exited
1111118656,F,Level1,2,Yes,BI,3.1,0.8,79200,25,3.1,Active
1111118660,F,Level3,2,Yes,BI,10.1,1.3,174754,33.5,3.1,Active
1111118662,M,Level3,4,No,ERP,10,0.6,0,36.6,3.1,Active
1111118664,F,Level3,2,No,BI,11.6,1,100615,35.3,3.08,Active
1111118665,M,Level3,3,No,ERP,7,1.2,31660,38.5,3.08,Active
1111118666,M,Level3,3,No,Ora,10.7,1.4,36860,33,3.08,Active
1111118669,F,Level3,2,Yes,BI,7.6,0.9,160950,31.2,3.07,Active
1111118671,M,Level4,3,No,BI,11.8,1,112544,38.7,3.06,Active
1111118672,M,Level4,3,No,Datascience,7,0.9,94788,32.3,3.06,Exited
1111118676,M,Level3,3,No,BI,11.6,1,66942,37,3.04,Active
1111118681,M,Level3,2,No,BI,5.9,0.6,90444,30.3,3.02,Active
1111118682,M,Level4,3,No,Datascience,10.6,1,99710,36.6,3.02,Active
1111118683,M,Level3,3,No,ERP,12.1,1.2,31798,35,3.01,Active
1111118684,M,Level3,3,No,BI,7.6,0.7,58208,31.5,3.01,Exited
1111118685,M,Level2,1,Yes,BI,6.5,1.1,150297,28.6,3.01,Active
1111118687,M,Level3,3,Yes,BI,11.5,1.5,120471,36.2,3.01,Exited
1111118697,F,Level3,3,No,ERP,9.3,1,0,33.6,2.99,Exited
1111118698,M,Level3,3,No,BI,7.1,0.8,69315,29.9,3,Active
1111118700,M,Level1,2,No,BI,3.8,0.8,50000,26,2.97,Active
1111118701,F,Level3,3,No,BI,10,1.2,34373,32.3,2.97,Exited
1111118702,M,Level3,1,No,BI,8.6,1.3,125654,34.3,2.96,Active
1111118705,F,Level3,2,No,BI,10.5,0.9,90270,31,2.95,Active
1111118708,M,Level4,2,No,BI,12.2,1.1,162791,42.3,2.94,Active
1111118710,M,Level3,3,No,Custom,11.6,1.1,70379,33.5,2.93,Exited
1111118711,M,Level3,3,No,BI,8.1,0.8,58866,31.6,2.93,Exited
1111118712,F,Level3,3,Yes,BI,8.1,0.9,119508,29.9,2.93,Exited
1111118714,M,Level3,3,No,BI,8.9,1,68838,35.6,2.92,Active
1111118716,F,Level2,3,No,BI,6.9,1,56304,30.8,2.91,Active
1111118723,F,Level3,1,No,ERP,8.4,1.1,105698,30,2.89,Active
1111118724,M,Level2,3,No,Ora,6.2,1.1,58600,32.1,2.89,Active
1111118725,M,Level2,2,No,ERP,6.5,1,71432,30.3,2.89,Active
1111118731,M,Level4,2,No,Ora,14.1,1.1,165801,40.6,2.87,Active
1111118735,M,Level3,2,No,ERP,7.1,0.9,79433,31.7,2.85,Active
1111118736,M,Level2,3,No,BI,3.2,1.1,58800,33.7,2.85,Active
1111118739,M,Level3,3,No,ERP,6.2,0.8,63937,31.3,2.85,Exited
1111118742,M,Level3,2,No,ERP,9.5,1.1,0,32.1,2.84,Exited
1111118744,M,Level3,3,No,Dotnet,9.9,1.2,32858,33.3,2.84,Active
1111118745,M,Level3,3,Yes,Dotnet,8.2,1,123786,36.1,2.83,Active
1111118746,M,Level2,3,Yes,ERP,5.8,1.2,96828,28.6,2.82,Exited
1111118750,M,Level3,3,Yes,Ora,7.9,1,129410,29.4,2.79,Active
1111118753,M,Level3,4,No,BI,5.7,0.8,0,32.4,2.77,Exited
1111118754,F,Level3,3,No,ERP,6.7,0.7,59295,29.3,2.77,Active
1111118756,M,Level4,3,No,Datascience,9.4,1,148411,36.4,2.76,Active
1111118758,M,Level3,3,No,ERP,9.3,1.3,34825,31.8,2.76,Active
1111118760,F,Level3,1,Yes,ERP,9.3,1.3,203154,31,2.75,Active
1111118762,M,Level3,3,No,ERP,5.1,1.2,34015,33.9,2.73,Active
1111118763,M,Level3,2,Yes,ERP,6,1,172350,29.7,2.72,Active
1111118766,M,Level3,3,No,Ora,8.5,1.4,34711,33.4,2.72,Exited
1111118770,F,Level3,2,No,BI,8.5,1,95787,37,2.69,Active
1111118771,F,Level1,2,Yes,ERP,2.7,1,65100,25.2,2.68,Active
1111118773,M,Level2,3,No,ERP,7.1,1.1,50538,34,2.66,Active
1111118776,M,Level2,2,No,BI,7.2,0.8,59325,29.5,3.33,Active
1111118777,M,Level2,2,No,BI,5.7,0.9,64250,27,2.65,Active
1111118781,M,Level3,2,No,BI,10.8,0.9,98905,33.5,3.98,Active
1111118782,M,Level3,3,No,BI,7.3,0.8,69900,35.6,2.62,Active
1111118784,M,Level3,1,Yes,ERP,9,1.2,184380,30.7,2.62,Active
1111118788,M,Level3,3,No,Datascience,9.4,1.5,36934,31.2,2.61,Active
1111118789,M,Level2,1,No,BI,5.4,0.9,79321,29.1,2.6,Active
1111118792,M,Level3,3,No,ERP,7.8,0.8,65610,30.4,2.59,Active
1111118798,F,Level2,3,Yes,Datascience,5.3,1.3,92520,29.8,2.56,Active
1111118805,M,Level3,3,Yes,BI,6.9,0.9,118680,29.8,2.56,Exited
1111118807,F,Level2,2,No,Dotnet,4.7,0.8,65538,27,2.55,Active
1111118810,F,Level4,1,No,BI,10.1,0.8,182044,34.4,2.53,Active
1111118812,M,Level2,3,No,BI,6.6,1.1,50466,32.6,2.5,Active
1111118814,M,Level3,4,No,Custom,5,0.9,0,31.6,2.5,Active
1111118815,M,Level3,2,Yes,Custom,9.1,1.1,174557,32.3,2.49,Active
1111118816,M,Level2,3,No,ERP,6.6,1,54976,30.4,2.49,Active
1111118822,M,Level1,1,Yes,BI,2.5,0.8,84000,28.1,2.47,Active
1111118823,M,Level1,3,No,BI,2.5,0.8,39800,26.4,2.47,Active
1111118824,M,Level1,2,No,Ora,2.5,0.9,44100,28,2.47,Active
1111118825,M,Level1,2,No,BI,2.5,0.8,0,26.6,2.47,Exited
1111118826,M,Level1,3,No,BI,2.5,0.8,33600,26.5,2.47,Active
1111118827,M,Level1,2,No,BI,2.5,0.8,50000,28.6,2.47,Exited
1111118830,M,Level2,2,Yes,BI,5.6,1.2,116665,26.2,2.45,Active
1111118833,M,Level2,3,No,Custom,4.9,1.2,52956,27.3,2.43,Exited
1111118836,F,Level1,3,No,Ora,2.5,1,26400,25.8,2.43,Exited
1111118843,F,Level1,1,Yes,Ora,2.4,1.4,0,25.5,2.41,Exited
1111118852,F,Level1,2,No,BI,2.4,0.8,44100,26,2.41,Active
1111118855,F,Level3,2,No,ERP,8.6,1,0,30.4,2.39,Exited
1111118862,F,Level2,3,No,BI,5.8,1.1,0,28.7,2.36,Exited
1111118865,M,Level1,2,No,BI,2.4,0.8,50400,28.3,2.35,Exited
1111118867,M,Level2,3,No,BI,6.8,1.1,51181,32.9,2.35,Active
1111118869,F,Level3,3,No,BI,9.3,1.1,32768,32.6,2.35,Active
1111118871,F,Level2,5,No,ERP,7,1.1,0,33.3,2.35,Exited
1111118873,M,Level3,3,Yes,ERP,22,1.4,37848,44.5,2.34,Active
1111118881,M,Level2,3,Yes,ERP,6.7,1.1,95112,28.5,2.3,Active
1111118884,M,Level4,3,No,BI,13.7,1,0,39.7,2.29,Exited
1111118885,M,Level2,2,Yes,ERP,6.7,1.2,122975,33.2,2.29,Active
1111118888,M,Level4,3,No,Ora,10.5,0.8,79343,38,2.28,Active
1111118897,M,Level3,3,No,BI,6,1,69006,32.7,2.25,Exited
1111118898,M,Level2,2,No,BI,5.8,0.8,61667,29.1,2.24,Active
1111118906,F,Level2,3,Yes,ERP,6.3,1.2,0,28.6,2.2,Exited
1111118907,F,Level3,2,No,Custom,5.2,1.1,120151,31.3,2.2,Active
1111118911,M,Level3,3,No,ERP,8.1,1.4,38870,33.5,2.19,Active
1111118915,M,Level4,2,Yes,ERP,10.4,1,268065,32.2,2.18,Active
1111118916,F,Level3,3,Yes,BI,9.5,0.6,56665,41.4,9.45,Exited
1111118920,M,Level3,1,No,BI,6.4,0.9,274400,38.5,2.16,Active
1111118929,M,Level3,3,No,BI,7.2,0.8,56670,29.6,2.15,Active
1111118933,M,Level3,2,No,ERP,9.9,0.9,80665,34.4,2.13,Exited
1111118935,M,Level3,3,No,BI,6.6,0.7,59647,28.5,2.13,Active
1111118938,M,Level3,2,No,Custom,6.3,1.1,72840,29,2.13,Active
1111118941,M,Level3,2,No,ERP,9.9,1.4,89580,35.1,2.12,Active
1111118943,M,Level4,2,Yes,ERP,9.2,1,265515,33.1,2.11,Active
1111118946,M,Level2,4,No,BI,6.1,0.9,0,29.6,2.11,Exited
1111118953,M,Level2,1,No,ERP,4.9,1,88288,33.2,2.09,Exited
1111118956,M,Level3,3,No,BI,6.5,1,72156,32.9,2.09,Active
1111118968,F,Level3,3,No,ERP,8.9,1.2,32923,30.5,2.06,Exited
1111118975,M,Level3,2,No,ERP,6,1.2,78330,28.1,2.04,Exited
1111118982,F,Level2,4,No,BI,5.6,0.9,0,28.2,2.01,Exited
1111118989,M,Level2,1,No,ERP,6.7,0.9,74538,34.1,1.98,Active
1111118992,F,Level3,2,No,Dotnet,4.6,0.9,89291,29.4,1.98,Exited
1111118993,M,Level3,1,Yes,ERP,6.5,1.4,215908,31.3,1.98,Active
1111119003,M,Level2,3,No,BI,5.2,0.8,52974,28.5,1.97,Exited
1111119004,M,Level2,2,Yes,Custom,5.8,1.2,122873,29.8,1.99,Active
1111119013,M,Level2,3,No,BI,6.2,1.1,59456,30,1.95,Exited
1111119014,F,Level3,3,No,ERP,10.4,1.1,30402,37.3,1.95,Active
1111119015,M,Level3,2,No,Ora,8.2,1.3,89808,31.5,1.95,Active
1111119020,M,Level3,3,No,BI,6.9,0.8,66908,29.4,1.93,Active
1111119023,F,Level2,2,No,BI,5.1,1.2,67528,26.9,1.93,Active
1111119027,M,Level3,2,No,BI,5.9,1.2,87198,34.7,1.93,Active
1111119028,M,Level2,4,No,BI,5,0.9,0,29.6,1.92,Exited
1111119029,M,Level3,4,No,BI,6.5,0.8,0,33.8,1.92,Active
1111119031,M,Level2,2,No,BI,5.3,1.1,77249,29.5,1.95,Exited
1111119032,M,Level3,4,No,BI,4.8,1.1,0,33.2,1.92,Exited
1111119034,M,Level2,3,No,BI,6.6,1.1,50330,28.4,1.91,Active
1111119039,F,Level2,2,No,BI,4.2,1,71799,28.9,1.9,Active
1111119040,M,Level2,2,No,ERP,6.8,1,69557,29.5,1.9,Active
1111119045,M,Level3,2,No,BI,6.4,0.8,80087,31.6,1.88,Active
1111119046,F,Level3,3,No,ERP,6.4,0.8,55152,28.4,1.88,Active
1111119059,M,Level3,3,No,Dotnet,7.7,1.1,29610,30.3,1.86,Active
1111119069,M,Level3,3,No,BI,5.8,0.9,59952,28.5,1.84,Exited
1111119072,F,Level2,3,No,BI,5.1,1.1,51142,29.6,1.84,Exited
1111119075,F,Level2,3,No,BI,7.2,1,58185,32.8,1.83,Active
1111119077,M,Level3,3,No,ERP,4.5,0.8,101131,30.6,1.83,Active
1111119081,M,Level3,3,No,Custom,3,0.9,62154,35.4,1.82,Active
1111119084,M,Level2,3,No,ERP,5.9,1.1,51370,31.9,1.82,Active
1111119085,M,Level2,1,No,BI,4.6,1,0,25.9,1.82,Exited
1111119088,M,Level3,1,No,BI,7.2,0.7,120829,30,1.8,Active
1111119090,M,Level2,2,No,BI,5.1,1,76608,28.4,1.8,Exited
1111119091,F,Level2,3,No,BI,5.6,1,58144,31.1,1.8,Active
1111119092,F,Level2,3,Yes,ERP,4.7,0.9,189360,27.4,1.8,Active
1111119093,M,Level2,3,No,BI,6.6,1,54384,29.4,1.8,Active
1111119102,F,Level3,3,No,BI,7.1,0.8,60684,29.2,1.78,Active
1111119109,M,Level3,3,No,BI,10.3,1.1,33382,38.4,1.77,Exited
1111119113,M,Level2,3,No,BI,5.7,1,58240,26.5,1.76,Active
1111119115,M,Level3,1,No,BI,3.8,1,127523,33.9,1.75,Active
1111119125,M,Level3,3,No,BI,5,0.7,62738,37.4,1.74,Active
1111119134,M,Level4,3,No,BI,15.2,1,115494,38.5,1.73,Active
1111119135,M,Level2,3,No,BI,5.6,1.3,0,28.1,1.72,Active
1111119136,M,Level2,5,No,ERP,6.6,1.1,0,39.6,1.72,Exited
1111119138,M,Level3,1,No,BI,8,1.1,112821,31.8,1.72,Active
1111119139,M,Level2,3,No,BI,1.7,0.9,51584,30.4,1.72,Exited
1111119143,M,Level2,3,No,BI,5.2,0.9,48112,26.6,1.7,Exited
1111119144,M,Level3,3,No,ERP,4.6,1.3,34738,29,1.7,Active
1111119147,M,Level3,4,No,ERP,9,1,0,32.6,1.7,Exited
1111119156,M,Level3,1,Yes,BI,10.4,1.1,187754,29.7,1.68,Active
1111119157,M,Level3,3,No,BI,11.2,1.3,0,33.6,1.68,Exited
1111119162,M,Level2,3,No,BI,5.3,0.7,57500,28.4,1.66,Exited
1111119164,M,Level3,3,No,BI,9.7,1.2,34715,37,1.65,Active
1111119168,M,Level2,3,No,BI,5.5,1.1,50447,27.4,1.65,Active
1111119169,M,Level3,3,No,BI,10.3,0.9,61992,33,1.64,Active
1111119172,M,Level3,2,No,BI,9.2,1.1,109319,33.3,1.63,Active
1111119176,M,Level2,2,No,Ora,6.1,1.4,76056,29.2,1.6,Active
1111119181,M,Level3,1,Yes,BI,10.3,1.1,261340,36.7,1.57,Active
1111119187,M,Level3,3,No,Datascience,4.3,1,113638,28,1.57,Active
1111119190,F,Level3,3,No,DB,1.6,1,64488,25.6,1.57,Active
1111119192,M,Level3,3,No,BI,3.5,1,70266,26.4,1.57,Active
1111119198,M,Level1,3,No,BI,1.6,1.2,52255,23.4,1.53,Exited
1111119199,M,Level1,3,No,DB,1.6,1.3,39891,22.6,1.53,Exited
1111119203,M,Level1,4,No,BI,1.6,1.2,0,24.3,1.53,Active
1111119204,M,Level1,4,No,BI,1.6,1.2,0,22.9,1.53,Exited
1111119205,F,Level3,1,No,BI,7.3,1,121937,29.1,1.53,Active
1111119209,M,Level3,3,No,ERP,4.4,1.4,37680,36.8,1.53,Active
1111119221,M,Level3,2,No,BI,6.4,1.1,96330,34.2,1.52,Active
1111119226,M,Level2,3,No,BI,6.7,1.2,55185,33.7,1.5,Exited
1111119231,M,Level3,1,No,BI,6.6,0.9,122993,31.9,1.47,Active
1111119233,M,Level2,1,No,ERP,5.1,1,89025,26.3,1.44,Active
1111119239,M,Level3,2,No,BI,6,0.5,64878,27.7,1.31,Active
1111119240,M,Level2,1,No,BI,1.3,0.9,80526,27.8,1.3,Active
1111119243,M,Level3,3,No,BI,9.7,1,71633,32.6,1.28,Active
1111119244,M,Level2,3,No,BI,1.3,1,53136,31.7,1.25,Active
1111119250,M,Level2,3,No,BI,5.2,1.4,59987,28.7,1.21,Active
1111119252,M,Level3,2,No,Custom,6.5,0.7,80733,28.3,1.18,Active
1111119255,M,Level3,3,No,ERP,9.2,1.5,39847,30.9,1.15,Exited
1111119256,M,Level3,3,No,BI,6.1,0.8,67041,29.5,1.15,Active
1111119259,F,Level2,2,No,BI,4.9,1,0,26.5,1.12,Exited
1111119260,M,Level2,2,No,ERP,4.2,1.1,47652,28.4,1.11,Active
1111119261,M,Level2,4,No,BI,4.6,1,0,32.5,1.1,Active
1111119263,M,Level2,3,No,BI,6.5,1.2,53573,31.6,1.09,Active
1111119264,M,Level2,3,No,ERP,7.1,1.3,58435,33.4,2.7,Active
1111119267,M,Level2,3,No,BI,3.1,1.5,65262,34.6,1.08,Active
1111119276,F,Level2,3,No,Dotnet,5.3,1.1,57136,27.1,1.03,Exited
1111119279,M,Level3,3,No,BI,4.9,0.8,56633,30,1.01,Active
1111119281,F,Level3,3,No,BI,6.7,0.9,63833,34,1.01,Active
1111119284,M,Level2,3,No,BI,1,0.8,28710,26.4,1.01,Active
1111119287,M,Level2,2,No,Dotnet,5.5,1.2,62842,29.6,0.99,Active
